,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,Bound_sulfur_dioxide
227,10.7,0.67,0.22,1.308332819650179,0.107,2.8903717578961645,1.0004,3.28,0.98,9.9,2.8903717578961645
228,7.0,0.36,0.21,1.2237754316221157,0.086,3.2188758248682006,0.99556,3.4,0.53,10.1,3.828641396489095
229,10.1,0.37,0.34,1.2237754316221157,0.085,1.791759469228055,0.99683,3.17,0.65,10.6,2.5649493574615367
230,8.2,0.57,0.26,1.1631508098056809,0.06,3.367295829986474,0.9959,3.3,0.43,10.1,3.6375861597263857
231,6.7,0.67,0.02,1.0647107369924282,0.061,3.295836866004329,0.99489,3.39,0.82,10.9,2.833213344056216
232,11.5,0.42,0.48,1.2809338454620645,0.077,2.1972245773362196,0.99852,3.09,0.53,11.0,2.5649493574615367
233,8.8,0.24,0.35,0.9932517730102834,0.055,2.639057329615259,0.99394,3.14,0.59,11.3,2.70805020110221
234,6.4,0.37,0.25,1.0647107369924282,0.074,3.091042453358316,0.9974,3.57,0.62,9.8,3.367295829986474
235,7.4,0.29,0.38,0.9932517730102834,0.062,2.302585092994046,0.9968,3.41,0.53,9.5,3.091042453358316
236,6.7,0.86,0.07,1.0986122886681096,0.1,3.044522437723423,0.99598,3.6,0.74,11.7,3.6375861597263857
237,8.2,0.59,0.0,1.252762968495368,0.093,2.995732273553991,1.0002,3.5,0.65,9.3,3.6888794541139363
238,6.0,0.64,0.05,1.0647107369924282,0.066,2.302585092994046,0.99496,3.52,0.78,10.6,2.1972245773362196
239,7.8,0.645,0.0,1.0986122886681096,0.082,2.1972245773362196,0.9964,3.38,0.59,9.8,2.1972245773362196
240,5.6,0.66,0.0,1.252762968495368,0.066,2.0794415416798357,0.99256,3.52,0.58,12.9,2.1972245773362196
241,11.4,0.36,0.69,1.1314021114911006,0.09,1.9459101490553132,1.0,3.17,0.62,9.2,2.772588722239781
242,11.3,0.34,0.45,1.0986122886681096,0.082,1.9459101490553132,0.9988,2.94,0.66,9.2,2.302585092994046
243,9.1,0.795,0.0,1.2809338454620645,0.096,2.4849066497880004,0.9994,3.35,0.83,9.4,2.772588722239781
244,7.3,0.73,0.24,1.0647107369924282,0.108,2.9444389791664403,0.9967,3.26,0.59,9.3,4.442651256490317
245,9.5,0.735,0.1,1.1314021114911006,0.079,1.9459101490553132,0.9986,3.23,0.56,10.1,3.258096538021482
246,6.8,0.56,0.22,1.0296194171811583,0.074,2.772588722239781,0.99438,3.4,0.82,11.2,2.302585092994046
247,10.0,0.31,0.47,1.2809338454620645,0.085,2.70805020110221,0.99965,3.36,0.8,10.5,2.995732273553991
248,12.0,0.63,0.5,0.8754687373538999,0.071,1.9459101490553132,0.99791,3.07,0.6,10.4,3.044522437723423
249,7.3,0.67,0.02,1.1631508098056809,0.072,3.4657359027997265,0.99566,3.32,0.68,11.1,4.127134385045092
250,8.8,0.45,0.43,0.8754687373538999,0.076,2.5649493574615367,0.99551,3.21,0.75,10.2,2.302585092994046
251,8.4,0.715,0.2,1.2237754316221157,0.076,2.3978952727983707,0.99735,3.31,0.64,9.4,3.367295829986474
252,7.2,0.695,0.13,1.0986122886681096,0.076,2.5649493574615367,0.99546,3.29,0.54,10.1,2.1972245773362196
253,8.2,0.4,0.44,1.33500106673234,0.089,2.4849066497880004,0.9975,3.53,0.61,10.5,3.4965075614664802
254,6.9,0.765,0.02,1.1939224684724346,0.063,3.58351893845611,0.9975,3.57,0.78,9.9,3.367295829986474
255,10.2,0.29,0.65,1.2237754316221157,0.075,1.9459101490553132,0.99565,3.22,0.63,11.8,2.4849066497880004
256,9.1,0.21,0.37,0.9555114450274365,0.067,1.9459101490553132,0.99552,3.23,0.58,11.1,1.6094379124341003
257,7.2,0.645,0.0,1.0647107369924282,0.097,2.772588722239781,0.99675,3.37,0.58,9.2,3.2188758248682006
258,8.2,0.885,0.2,0.8754687373538999,0.086,2.0794415416798357,0.9946,3.11,0.46,10.0,3.2188758248682006
259,8.8,0.6,0.29,1.1631508098056809,0.098,1.791759469228055,0.9988,3.36,0.49,9.1,2.3978952727983707
260,8.8,0.52,0.34,1.308332819650179,0.087,3.2188758248682006,0.9982,3.26,0.61,9.5,4.59511985013459
261,8.8,0.55,0.04,1.1631508098056809,0.119,2.70805020110221,0.9962,3.21,0.6,10.9,3.7612001156935624
262,7.5,0.42,0.31,0.9555114450274365,0.08,2.772588722239781,0.9978,3.31,0.64,9.0,3.332204510175204
263,6.2,0.58,0.0,0.9555114450274365,0.065,2.1972245773362196,0.9966,3.56,0.84,9.4,2.3978952727983707
264,8.4,0.635,0.36,1.0986122886681096,0.089,2.772588722239781,0.99745,3.31,0.57,10.4,3.713572066704308
265,7.3,0.34,0.33,1.252762968495368,0.064,3.091042453358316,0.9952,3.35,0.77,12.1,2.833213344056216
266,7.4,0.49,0.19,1.3862943611198906,0.077,2.833213344056216,0.9966,3.37,0.51,10.5,3.091042453358316
267,10.1,0.27,0.54,1.1939224684724346,0.065,2.0794415416798357,0.99531,3.17,0.53,12.5,2.995732273553991
268,7.1,0.53,0.07,0.9932517730102834,0.071,2.772588722239781,0.9951,3.29,0.66,10.8,2.302585092994046
269,7.1,0.65,0.18,1.0296194171811583,0.07,2.639057329615259,0.997,3.44,0.6,9.1,3.332204510175204
270,6.5,0.53,0.06,1.0986122886681096,0.063,3.4011973816621555,0.99489,3.38,0.83,10.3,2.772588722239781
271,7.9,0.53,0.24,1.0986122886681096,0.072,2.772588722239781,0.996,3.27,0.54,9.4,4.51085950651685
272,6.8,0.67,0.15,1.0296194171811583,0.118,2.639057329615259,0.9954,3.42,0.67,11.3,2.0794415416798357
273,8.1,0.78,0.1,1.4586150226995167,0.09,1.6094379124341003,0.99855,3.36,0.49,9.5,2.302585092994046
274,9.2,0.54,0.31,1.1939224684724346,0.112,2.4849066497880004,0.99699,3.24,0.56,10.9,3.332204510175204
275,8.3,0.66,0.15,1.0647107369924282,0.079,2.8903717578961645,0.9972,3.31,0.54,9.6,3.258096538021482
276,6.8,0.56,0.03,0.9932517730102834,0.084,2.9444389791664403,0.9968,3.44,0.63,10.0,2.8903717578961645
277,6.9,0.49,0.19,0.9932517730102834,0.079,2.639057329615259,0.99547,3.38,0.64,9.8,2.639057329615259
278,7.2,0.63,0.03,1.1631508098056809,0.08,2.8903717578961645,0.99745,3.53,0.58,9.8,4.276666119016055
279,8.3,0.53,0.0,0.8754687373538999,0.07,1.9459101490553132,0.99593,3.25,0.64,10.0,2.1972245773362196
280,6.1,0.38,0.15,1.0296194171811583,0.072,1.9459101490553132,0.9955,3.42,0.57,9.4,2.639057329615259
281,9.0,0.36,0.52,1.1314021114911006,0.111,1.791759469228055,0.99568,3.31,0.62,11.3,1.791759469228055
282,7.9,0.66,0.0,0.8754687373538999,0.096,1.9459101490553132,0.99569,3.43,0.58,9.5,2.0794415416798357
283,11.2,0.28,0.56,1.0647107369924282,0.075,2.8903717578961645,0.998,3.16,0.58,9.8,3.784189633918261
284,7.6,0.79,0.21,1.1939224684724346,0.087,3.091042453358316,0.9955,3.12,0.44,9.2,3.8712010109078907
285,7.2,0.635,0.07,1.2809338454620645,0.077,2.833213344056216,0.99748,3.51,0.54,9.7,4.2626798770413155
286,8.0,0.39,0.3,1.0647107369924282,0.074,3.4965075614664802,0.99717,3.39,0.61,9.0,3.970291913552122
287,9.1,0.34,0.42,1.0296194171811583,0.058,2.302585092994046,0.99392,3.18,0.55,11.4,2.302585092994046
288,10.2,0.23,0.37,1.1631508098056809,0.057,2.70805020110221,0.99614,3.23,0.49,9.3,3.1354942159291497
289,10.0,0.56,0.24,1.1631508098056809,0.079,2.995732273553991,0.9991,3.18,0.56,10.1,3.6888794541139363
290,11.6,0.41,0.54,0.9162907318741551,0.095,3.1354942159291497,0.99735,3.02,0.76,9.9,2.995732273553991
291,8.7,0.52,0.09,1.252762968495368,0.091,3.044522437723423,0.9976,3.34,0.86,10.6,3.4011973816621555
292,9.6,0.56,0.23,1.4816045409242156,0.102,3.6375861597263857,0.9996,3.3,0.65,10.1,4.02535169073515
293,7.8,0.32,0.44,1.308332819650179,0.104,2.1972245773362196,0.99732,3.33,0.78,11.0,2.302585092994046
294,7.6,0.665,0.1,0.9162907318741551,0.066,3.332204510175204,0.99655,3.39,0.51,9.3,3.367295829986474
295,10.7,0.4,0.37,1.0647107369924282,0.081,2.8903717578961645,0.99674,3.12,0.65,11.2,2.5649493574615367
296,9.3,0.32,0.57,1.0986122886681096,0.074,3.332204510175204,0.9969,3.28,0.79,10.7,3.6635616461296463
297,7.6,0.9,0.06,1.252762968495368,0.079,1.791759469228055,0.9967,3.39,0.56,9.8,1.791759469228055
298,7.0,0.45,0.34,1.308332819650179,0.082,2.833213344056216,0.998,3.55,0.6,9.5,4.04305126783455
299,7.7,0.69,0.49,1.0296194171811583,0.115,3.044522437723423,0.9968,3.21,0.71,9.3,4.532599493153256
300,9.2,0.63,0.21,1.308332819650179,0.097,3.4011973816621555,0.9988,3.28,0.58,9.6,3.6109179126442243
301,7.3,0.43,0.24,1.252762968495368,0.078,3.332204510175204,0.99648,3.6,0.59,11.1,3.713572066704308
302,7.8,0.39,0.42,1.0986122886681096,0.086,2.302585092994046,0.99526,3.39,0.66,11.6,2.5649493574615367
303,8.8,0.685,0.26,0.9555114450274365,0.088,2.833213344056216,0.99694,3.32,0.47,9.4,2.0794415416798357
304,8.7,0.69,0.0,1.4350845252893227,0.084,2.639057329615259,0.9992,3.36,0.45,9.4,3.044522437723423
305,10.8,0.4,0.41,1.1631508098056809,0.084,2.0794415416798357,0.9984,3.08,0.67,9.3,2.3978952727983707
306,6.9,0.5,0.04,0.9162907318741551,0.085,2.995732273553991,0.9958,3.35,0.78,9.5,3.4339872044851463
307,7.4,0.35,0.33,1.2237754316221157,0.068,2.302585092994046,0.9947,3.36,0.6,11.9,2.8903717578961645
308,8.0,0.6,0.08,1.2809338454620645,0.056,1.3862943611198906,0.99286,3.22,0.37,13.0,1.6094379124341003
309,10.0,0.35,0.47,1.0986122886681096,0.061,1.9459101490553132,0.99585,3.23,0.52,12.0,1.791759469228055
310,11.3,0.37,0.5,1.0296194171811583,0.09,3.044522437723423,0.99734,3.15,0.57,10.5,3.332204510175204
311,10.8,0.45,0.33,1.252762968495368,0.099,3.044522437723423,0.99818,3.24,0.71,10.8,2.9444389791664403
312,8.8,0.4,0.4,1.1631508098056809,0.079,2.995732273553991,0.998,3.44,0.64,9.2,3.5263605246161616
313,8.3,0.6,0.25,1.1631508098056809,0.118,2.302585092994046,0.99616,3.15,0.53,9.8,3.4011973816621555
314,7.8,0.56,0.19,1.0296194171811583,0.104,2.5649493574615367,0.9964,3.19,0.93,9.5,3.58351893845611
315,8.1,0.725,0.22,1.1631508098056809,0.072,2.4849066497880004,0.9967,3.36,0.55,9.1,3.4339872044851463
316,6.8,0.68,0.21,1.1314021114911006,0.07,2.302585092994046,0.99546,3.38,0.6,10.3,2.70805020110221
317,7.2,0.49,0.18,1.308332819650179,0.069,2.639057329615259,0.9967,3.29,0.48,9.2,3.091042453358316
318,7.5,0.4,0.12,1.3862943611198906,0.092,3.4011973816621555,0.9967,3.37,0.7,10.3,3.2188758248682006
319,10.2,0.49,0.63,1.3609765531356006,0.072,2.3978952727983707,0.9968,3.16,0.78,12.5,2.833213344056216
320,9.9,0.5,0.24,1.1939224684724346,0.103,1.9459101490553132,0.9978,3.34,0.52,10.0,2.1972245773362196
321,10.0,0.42,0.5,1.4816045409242156,0.107,2.0794415416798357,0.9979,3.26,0.93,11.8,2.70805020110221
322,8.6,0.83,0.0,1.33500106673234,0.095,2.8903717578961645,0.99822,3.33,0.6,10.4,3.295836866004329
323,6.7,0.76,0.02,1.0296194171811583,0.078,1.9459101490553132,0.996,3.55,0.63,9.95,1.9459101490553132
324,6.8,0.5,0.11,0.9162907318741551,0.075,2.833213344056216,0.99545,3.36,0.79,9.5,3.5263605246161616
325,10.5,0.42,0.66,1.3737155789130306,0.116,2.5649493574615367,0.997,3.24,0.75,11.7,2.8903717578961645
326,6.1,0.32,0.25,1.1939224684724346,0.071,3.1780538303479458,0.99633,3.42,0.97,10.6,3.58351893845611
327,6.8,0.59,0.1,0.9932517730102834,0.063,3.5553480614894135,0.9958,3.41,0.67,9.7,2.995732273553991
328,7.2,0.34,0.21,1.252762968495368,0.075,3.7376696182833684,0.99586,3.37,0.54,10.1,3.332204510175204
329,10.6,0.34,0.49,1.4350845252893227,0.078,3.044522437723423,0.9992,3.19,0.7,10.0,4.07753744390572
330,6.4,0.47,0.4,1.2237754316221157,0.071,2.1972245773362196,0.9963,3.56,0.73,10.6,2.4849066497880004
331,7.5,0.57,0.08,1.2809338454620645,0.089,2.70805020110221,0.99592,3.3,0.59,10.4,2.639057329615259
332,10.2,0.24,0.49,1.2237754316221157,0.075,2.3978952727983707,0.9978,3.14,0.61,10.4,2.9444389791664403
333,9.9,0.35,0.41,1.1939224684724346,0.083,2.4849066497880004,0.9982,3.21,0.5,9.5,3.9318256327243257
334,6.9,0.36,0.25,1.2237754316221157,0.098,1.791759469228055,0.9964,3.41,0.6,10.1,2.4849066497880004
335,10.2,0.44,0.42,1.0986122886681096,0.071,2.0794415416798357,0.99566,3.14,0.79,11.1,2.639057329615259
336,6.0,0.49,0.0,1.1939224684724346,0.068,2.772588722239781,0.99292,3.58,0.59,12.5,2.9444389791664403
337,7.6,0.4,0.29,1.0647107369924282,0.078,3.4011973816621555,0.9971,3.45,0.59,9.5,3.6375861597263857
338,5.4,0.58,0.08,1.0647107369924282,0.059,3.044522437723423,0.99484,3.5,0.64,10.2,2.4849066497880004
339,7.1,0.16,0.44,1.252762968495368,0.068,2.8903717578961645,0.99328,3.35,0.54,12.4,2.70805020110221
340,10.3,0.27,0.24,1.1314021114911006,0.072,2.772588722239781,0.9956,3.22,0.66,12.8,2.9444389791664403
341,7.2,0.38,0.38,1.33500106673234,0.068,3.1780538303479458,0.99356,3.34,0.72,12.9,2.995732273553991
342,6.6,0.88,0.04,1.1631508098056809,0.066,2.5649493574615367,0.99636,3.53,0.56,9.9,2.1972245773362196
343,7.8,0.63,0.48,0.9932517730102834,0.1,2.70805020110221,0.9961,3.19,0.62,9.5,4.418840607796598
344,6.7,0.58,0.08,1.0296194171811583,0.097,2.772588722239781,0.9959,3.28,0.54,9.2,3.9318256327243257
345,7.6,0.35,0.6,1.2809338454620645,0.073,3.1780538303479458,0.99656,3.38,0.79,11.1,3.091042453358316
346,7.0,0.62,0.18,0.9162907318741551,0.062,2.0794415416798357,0.9951,3.08,0.6,9.3,3.784189633918261
347,8.0,0.28,0.44,1.0296194171811583,0.081,3.367295829986474,0.99501,3.36,0.66,11.2,3.713572066704308
348,6.8,0.48,0.08,1.0296194171811583,0.074,3.713572066704308,0.99529,3.12,0.49,9.6,3.2188758248682006
349,7.7,0.49,0.26,1.0647107369924282,0.062,2.302585092994046,0.9966,3.39,0.64,9.6,3.1354942159291497
350,7.9,0.765,0.0,1.0986122886681096,0.084,2.302585092994046,0.99619,3.33,0.68,10.9,2.639057329615259
351,6.7,0.675,0.07,1.2237754316221157,0.089,2.8903717578961645,0.9958,3.35,0.54,10.1,4.189654742026425
352,7.6,0.74,0.0,1.0647107369924282,0.1,1.9459101490553132,0.99521,3.36,0.59,11.0,1.9459101490553132
353,8.2,0.635,0.1,1.1314021114911006,0.073,3.258096538021482,0.99638,3.29,0.75,10.9,3.58351893845611
354,8.3,0.615,0.22,1.2809338454620645,0.087,1.9459101490553132,0.9982,3.26,0.61,9.3,2.639057329615259
355,8.3,0.845,0.01,1.1631508098056809,0.07,1.791759469228055,0.9967,3.32,0.58,11.0,2.302585092994046
356,7.8,0.7,0.06,1.0647107369924282,0.079,3.044522437723423,0.99628,3.4,0.69,10.9,2.772588722239781
357,7.3,0.4,0.3,0.9932517730102834,0.08,3.5263605246161616,0.9969,3.41,0.65,9.5,3.8501476017100584
358,7.6,0.54,0.02,0.9932517730102834,0.085,2.8903717578961645,0.99589,3.37,0.51,10.4,2.70805020110221
359,11.1,0.35,0.48,1.410986973710262,0.09,1.791759469228055,0.9986,3.17,0.53,10.5,2.833213344056216
360,6.3,0.76,0.0,1.3609765531356006,0.072,3.295836866004329,0.99379,3.51,0.6,11.5,3.295836866004329
361,7.9,0.34,0.36,1.0647107369924282,0.065,1.791759469228055,0.99419,3.27,0.54,11.2,1.791759469228055
362,8.2,0.74,0.09,1.0986122886681096,0.067,1.791759469228055,0.99418,3.28,0.57,11.8,1.791759469228055
363,8.0,0.77,0.32,1.1314021114911006,0.079,2.833213344056216,0.99656,3.27,0.5,9.8,4.07753744390572
364,6.6,0.58,0.02,1.0986122886681096,0.062,3.6375861597263857,0.99374,3.35,0.76,11.6,2.833213344056216
365,6.8,0.62,0.08,1.0647107369924282,0.068,3.367295829986474,0.99651,3.42,0.82,9.5,2.3978952727983707
366,11.5,0.59,0.59,1.2809338454620645,0.087,2.639057329615259,0.9988,3.18,0.65,11.0,3.6109179126442243
367,6.8,0.91,0.06,1.0986122886681096,0.06,1.6094379124341003,0.99592,3.53,0.64,10.9,2.0794415416798357
368,7.2,0.62,0.06,1.308332819650179,0.077,2.772588722239781,0.99746,3.51,0.54,9.5,4.2626798770413155
369,7.2,1.0,0.0,1.3862943611198906,0.102,2.0794415416798357,0.99586,3.43,0.46,10.0,2.302585092994046
370,7.3,0.91,0.1,1.0296194171811583,0.074,3.044522437723423,0.99672,3.35,0.56,9.2,3.6109179126442243
371,7.1,0.36,0.3,0.9555114450274365,0.08,3.58351893845611,0.99693,3.44,0.5,9.4,3.58351893845611
372,6.7,0.46,0.24,0.9932517730102834,0.077,2.9444389791664403,0.9948,3.39,0.6,10.6,2.833213344056216
373,7.6,0.95,0.03,1.0986122886681096,0.09,2.0794415416798357,0.9959,3.2,0.56,9.6,2.639057329615259
374,8.1,0.825,0.24,1.1314021114911006,0.084,1.791759469228055,0.9972,3.37,0.77,10.7,2.1972245773362196
375,10.9,0.39,0.47,1.0296194171811583,0.118,1.9459101490553132,0.9982,3.3,0.75,9.8,2.1972245773362196
376,9.3,0.41,0.39,1.1631508098056809,0.064,2.5649493574615367,0.9984,3.26,0.65,10.2,2.995732273553991
377,7.2,0.56,0.26,1.0986122886681096,0.083,2.639057329615259,0.99586,3.26,0.52,9.9,4.477336814478207
378,8.5,0.47,0.27,1.0647107369924282,0.058,2.9444389791664403,0.99518,3.16,0.85,11.1,3.044522437723423
379,10.3,0.5,0.42,1.0986122886681096,0.069,3.091042453358316,0.9982,3.16,0.72,11.5,3.4339872044851463
380,8.3,0.33,0.42,1.1939224684724346,0.07,2.302585092994046,0.99426,3.38,0.77,12.7,2.4849066497880004
381,6.2,0.51,0.14,1.0647107369924282,0.056,2.772588722239781,0.99396,3.48,0.57,11.5,2.995732273553991
382,7.3,0.48,0.32,1.1314021114911006,0.062,3.4657359027997265,0.99728,3.3,0.65,10.0,3.1780538303479458
383,7.5,0.59,0.22,1.0296194171811583,0.082,3.784189633918261,0.99499,3.1,0.42,9.2,2.8903717578961645
384,7.8,0.57,0.09,1.1939224684724346,0.065,3.5553480614894135,0.99417,3.46,0.74,12.7,2.4849066497880004
385,10.1,0.43,0.4,1.2809338454620645,0.092,2.639057329615259,0.99834,3.22,0.64,10.0,3.6888794541139363
386,9.2,0.56,0.18,0.9555114450274365,0.078,2.3978952727983707,0.99576,3.15,0.49,9.9,2.4849066497880004
387,7.8,0.59,0.18,1.1939224684724346,0.076,2.8903717578961645,0.9975,3.43,0.59,10.0,3.6375861597263857
388,11.5,0.41,0.52,1.3862943611198906,0.08,3.4011973816621555,1.0001,3.26,0.88,11.0,3.295836866004329
389,6.1,0.59,0.01,1.1314021114911006,0.056,1.791759469228055,0.99472,3.52,0.56,11.4,2.1972245773362196
390,8.9,0.59,0.39,1.1939224684724346,0.095,1.791759469228055,0.9986,3.37,0.58,10.3,2.8903717578961645
391,7.0,0.78,0.08,1.0986122886681096,0.093,2.3978952727983707,0.9956,3.4,0.47,10.0,2.302585092994046
392,7.6,0.29,0.49,1.308332819650179,0.092,3.258096538021482,0.9971,3.31,0.61,10.1,3.58351893845611
393,11.5,0.315,0.54,1.1314021114911006,0.084,1.791759469228055,0.9987,2.98,0.7,9.2,2.3978952727983707
394,10.4,0.575,0.61,1.2809338454620645,0.076,2.4849066497880004,1.0,3.16,0.69,9.0,2.639057329615259
395,9.9,0.53,0.57,1.2237754316221157,0.093,3.4339872044851463,0.9971,3.19,0.76,11.6,3.1354942159291497
396,7.1,0.56,0.14,0.9555114450274365,0.078,2.0794415416798357,0.99592,3.27,0.62,9.3,2.4849066497880004
397,8.7,0.84,0.0,0.8754687373538999,0.065,3.2188758248682006,0.9954,3.27,0.55,9.7,2.302585092994046
398,6.7,0.75,0.01,1.2237754316221157,0.078,2.8903717578961645,0.9955,3.55,0.61,12.8,2.772588722239781
399,9.1,0.3,0.41,1.0986122886681096,0.068,2.3978952727983707,0.99523,3.27,0.85,11.7,2.70805020110221
400,6.7,0.855,0.02,1.0647107369924282,0.064,3.4011973816621555,0.99472,3.3,0.56,10.75,2.302585092994046
401,12.3,0.27,0.49,1.410986973710262,0.079,3.367295829986474,0.9993,3.2,0.8,10.2,2.9444389791664403
402,10.2,0.645,0.36,1.0296194171811583,0.053,1.791759469228055,0.9982,3.17,0.42,10.0,2.302585092994046
403,6.2,0.44,0.39,1.252762968495368,0.077,1.9459101490553132,0.99555,3.51,0.69,11.0,2.1972245773362196
404,8.2,0.28,0.6,1.3862943611198906,0.104,2.3978952727983707,0.99828,3.39,0.68,10.6,2.5649493574615367
405,12.2,0.48,0.54,1.2809338454620645,0.085,2.995732273553991,1.0,3.1,0.61,10.5,3.828641396489095
406,9.6,0.68,0.24,1.1631508098056809,0.087,1.791759469228055,0.9988,3.14,0.6,10.2,3.1780538303479458
407,7.9,0.24,0.4,0.9555114450274365,0.056,2.4849066497880004,0.9967,3.32,0.87,8.7,2.70805020110221
408,9.6,0.42,0.35,1.1314021114911006,0.083,2.8903717578961645,0.99622,3.23,0.66,11.1,3.091042453358316
409,8.0,0.6,0.22,1.1314021114911006,0.08,3.258096538021482,0.99613,3.3,0.49,9.9,4.394449154672439
410,10.6,0.48,0.64,1.1631508098056809,0.111,1.9459101490553132,0.997,3.26,0.66,11.7,2.70805020110221
411,8.1,0.545,0.18,1.0647107369924282,0.08,2.639057329615259,0.9972,3.3,0.59,9.0,3.1354942159291497
412,6.3,0.39,0.08,0.9932517730102834,0.066,1.3862943611198906,0.9954,3.34,0.58,9.4,2.8903717578961645
413,6.6,0.695,0.0,1.1314021114911006,0.075,2.5649493574615367,0.9968,3.49,0.67,9.2,3.8066624897703196
414,7.5,0.51,0.02,0.9932517730102834,0.084,2.639057329615259,0.99538,3.36,0.54,10.5,2.9444389791664403
415,5.3,0.57,0.01,0.9932517730102834,0.054,1.791759469228055,0.9934,3.57,0.84,12.5,3.1354942159291497
416,9.1,0.36,0.39,1.0296194171811583,0.06,3.091042453358316,0.99495,3.18,0.82,11.0,3.5553480614894135
417,8.9,0.875,0.13,1.4929040961781488,0.088,1.6094379124341003,0.9994,3.44,0.52,11.5,2.3978952727983707
418,7.9,0.6,0.06,0.9555114450274365,0.069,2.772588722239781,0.9964,3.3,0.46,9.4,3.8066624897703196
419,7.4,0.55,0.19,1.0296194171811583,0.082,2.772588722239781,0.99655,3.49,0.68,10.5,2.995732273553991
420,8.8,0.7,0.0,0.9932517730102834,0.069,2.1972245773362196,0.99701,3.31,0.53,10.0,2.4849066497880004
421,7.7,0.58,0.1,1.0296194171811583,0.102,3.367295829986474,0.99565,3.08,0.49,9.8,4.406719247264253
422,7.4,0.5,0.47,1.0986122886681096,0.086,3.091042453358316,0.997,3.36,0.57,9.1,3.970291913552122
423,8.6,0.47,0.27,1.1939224684724346,0.055,2.70805020110221,0.99516,3.18,0.8,11.2,2.70805020110221
424,6.9,0.4,0.24,1.252762968495368,0.083,3.4339872044851463,0.9959,3.26,0.58,10.0,2.772588722239781
425,8.2,0.33,0.39,1.252762968495368,0.074,3.4011973816621555,0.99528,3.32,0.88,12.4,2.995732273553991
426,8.4,0.745,0.11,1.0647107369924282,0.09,2.833213344056216,0.9965,3.19,0.82,9.6,3.8712010109078907
427,10.4,0.38,0.46,1.1314021114911006,0.104,1.9459101490553132,0.99664,3.12,0.65,11.8,1.6094379124341003
428,8.2,0.78,0.0,1.1631508098056809,0.089,2.639057329615259,0.9978,3.37,0.46,9.6,2.639057329615259
429,7.7,0.26,0.3,0.9932517730102834,0.059,3.044522437723423,0.9949,3.29,0.47,10.8,2.9444389791664403
430,7.0,0.62,0.1,0.8754687373538999,0.071,3.332204510175204,0.996,3.28,0.61,9.2,3.6109179126442243
431,7.6,0.735,0.02,1.252762968495368,0.071,2.3978952727983707,0.99538,3.51,0.71,11.7,1.6094379124341003
432,7.3,0.735,0.0,1.1631508098056809,0.08,2.9444389791664403,0.99765,3.41,0.6,9.4,2.3978952727983707
433,9.0,0.4,0.43,1.2237754316221157,0.068,3.4011973816621555,0.9943,3.2,0.6,12.2,2.8903717578961645
434,7.3,0.35,0.24,1.0986122886681096,0.067,3.367295829986474,0.99576,3.43,0.54,10.0,3.044522437723423
435,9.1,0.68,0.11,1.33500106673234,0.093,2.4849066497880004,0.99888,3.31,0.55,9.5,3.5263605246161616
436,8.7,0.82,0.02,0.7884573603642702,0.07,3.6109179126442243,0.9952,3.2,0.58,9.8,2.5649493574615367
437,5.4,0.74,0.09,0.9932517730102834,0.089,2.833213344056216,0.99402,3.67,0.56,11.6,2.3978952727983707
438,7.7,0.53,0.06,0.9932517730102834,0.074,2.302585092994046,0.99615,3.35,0.48,9.8,3.4339872044851463
439,7.7,0.28,0.3,1.0986122886681096,0.062,2.9444389791664403,0.9952,3.28,0.9,11.3,2.833213344056216
440,6.9,0.44,0.0,0.8754687373538999,0.07,3.4965075614664802,0.99438,3.32,0.58,11.4,1.9459101490553132
441,8.0,0.62,0.33,1.308332819650179,0.088,2.833213344056216,0.9972,3.31,0.58,10.7,3.091042453358316
442,7.4,0.25,0.29,1.1631508098056809,0.054,2.995732273553991,0.99666,3.4,0.76,10.9,3.4339872044851463
443,7.9,0.58,0.23,1.1939224684724346,0.076,3.1780538303479458,0.99686,3.21,0.58,9.5,4.276666119016055
444,7.1,0.59,0.01,1.252762968495368,0.077,3.044522437723423,0.99746,3.55,0.59,9.8,4.189654742026425
445,11.2,0.66,0.24,1.252762968495368,0.085,2.833213344056216,0.9993,3.06,0.72,11.0,3.6375861597263857
446,9.0,0.82,0.05,1.2237754316221157,0.081,3.295836866004329,0.99814,3.36,0.53,10.0,4.2626798770413155
447,7.2,0.53,0.13,1.0986122886681096,0.058,2.9444389791664403,0.99573,3.21,0.68,9.9,1.6094379124341003
448,8.6,0.45,0.31,1.2809338454620645,0.086,3.091042453358316,0.9982,3.37,0.91,9.9,3.4011973816621555
449,7.6,0.43,0.29,1.1314021114911006,0.075,2.995732273553991,0.99718,3.4,0.64,9.5,3.8712010109078907
450,7.8,0.55,0.0,0.9932517730102834,0.07,2.0794415416798357,0.99659,3.26,0.64,9.4,2.3978952727983707
451,8.8,0.3,0.38,1.1939224684724346,0.06,2.995732273553991,0.99543,3.39,0.72,11.8,3.9889840465642745
452,10.4,0.52,0.45,1.0986122886681096,0.08,1.9459101490553132,0.99774,3.22,0.76,11.4,2.0794415416798357
453,7.7,0.26,0.26,1.0986122886681096,0.052,2.995732273553991,0.9951,3.15,0.79,10.9,4.07753744390572
454,7.5,0.42,0.32,1.308332819650179,0.067,2.0794415416798357,0.99628,3.24,0.44,10.4,2.9444389791664403
455,7.1,0.69,0.04,1.1314021114911006,0.068,2.995732273553991,0.99712,3.44,0.67,9.8,2.1972245773362196
