fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,m_sulfur_dioxide
7.6,0.25,0.34,0.832909122935104,0.056,5.176149732573829,0.99434,3.1,0.51,9.5,8.292682926829269
6.8,0.18,0.35,1.8562979903656263,0.054,4.969813299576001,0.99287,3.1,0.54,11.0,12.926829268292684
6.8,0.19,0.4,2.3841650799864684,0.055,4.6443908991413725,0.99532,2.98,0.56,10.5,10.301507537688442
7.2,0.26,0.4,1.9878743481543455,0.047,5.153291594497779,0.99573,3.18,0.53,9.5,12.440191387559809
8.0,0.26,0.36,1.0986122886681096,0.054,4.804021044733257,0.992,3.09,0.72,11.6,7.334963325183375
6.7,0.24,0.41,1.3609765531356006,0.039,4.812184355372417,0.99052,3.25,0.43,12.0,11.294117647058824
6.5,0.29,0.26,2.0794415416798357,0.04,4.736198448394496,0.99366,3.17,0.38,10.2,4.316546762589928
6.2,0.15,0.49,0.6418538861723948,0.033,3.9512437185814275,0.9932,3.3,0.7,9.4,3.9534883720930236
7.8,0.13,0.3,1.0296194171811583,0.04,5.19295685089021,0.9955,3.43,0.41,9.0,9.706546275395034
7.5,0.17,0.32,0.9932517730102834,0.04,5.003946305945459,0.9916,3.21,0.44,11.5,12.114014251781473
6.1,0.44,0.28,1.6582280766035324,0.032,4.890349128221754,0.9916,3.26,0.47,11.3,10.093896713615024
7.8,0.32,0.31,0.9932517730102834,0.036,5.278114659230518,0.993,3.03,0.48,10.5,11.414392059553352
7.0,0.28,0.39,2.272125885509337,0.051,4.955827057601261,0.9961,3.38,0.53,10.5,7.305936073059361
6.0,0.29,0.2,2.6100697927420065,0.045,5.236441962829949,0.9972,3.33,0.42,9.5,10.392609699769054
6.8,0.17,0.32,0.8754687373538999,0.04,4.672828834461906,0.99026,3.16,0.66,12.0,8.413461538461538
6.3,0.25,0.22,1.4586150226995167,0.048,5.087596335232384,0.99256,3.16,0.5,10.5,9.85576923076923
7.2,0.23,0.33,2.617395832834079,0.049,5.214935757608986,0.9987,3.41,0.4,9.8,11.337868480725623
6.5,0.14,0.32,1.308332819650179,0.037,4.499809670330265,0.9924,3.4,0.74,11.5,4.090909090909091
6.6,0.25,0.41,2.128231705849268,0.043,5.0238805208462765,0.9946,3.15,0.6,10.2,6.987951807228915
5.7,0.23,0.25,2.191653532286764,0.042,4.6913478822291435,0.99486,3.44,0.61,10.3,3.603603603603604
8.5,0.19,0.48,0.7419373447293773,0.026,4.07753744390572,0.99184,2.9,0.5,10.5,5.897435897435898
7.5,0.31,0.24,2.0918640616783932,0.031,4.955827057601261,0.99397,3.16,0.38,10.6,6.730769230769231
7.2,0.24,0.28,1.0647107369924282,0.032,4.532599493153256,0.9914,3.1,0.39,10.9,7.317073170731708
7.7,0.24,0.29,2.791165107812717,0.044,5.272999558563747,0.9982,3.06,0.47,9.6,9.60591133004926
7.3,0.2,0.29,3.039749158970765,0.039,5.472270673671475,1.00037,3.1,0.48,9.2,16.82926829268293
6.3,0.34,0.33,1.7227665977411035,0.034,4.394449154672439,0.9917,3.38,0.58,12.0,4.337899543378995
6.2,0.28,0.28,1.667706820558076,0.026,4.663439094112067,0.989,2.98,0.64,13.1,5.527638190954774
6.7,0.26,0.29,2.0918640616783932,0.036,4.61512051684126,0.99534,3.08,0.36,9.3,6.862745098039215
7.2,0.31,0.5,2.6602595372658615,0.056,5.278114659230518,0.9982,3.01,0.47,9.2,16.957605985037407
5.1,0.23,0.18,0.6931471805599453,0.053,4.605170185988092,0.98956,3.22,0.39,11.5,3.0805687203791465
7.9,0.26,0.41,2.7819200496686656,0.04,5.37989735354046,0.9976,2.96,0.6,10.0,9.595959595959597
5.8,0.36,0.38,0.6418538861723948,0.037,4.330733340286331,0.9904,3.28,0.34,11.4,0.7009345794392524
7.5,0.18,0.31,2.5416019934645457,0.051,4.553876891600541,0.997,3.19,0.44,9.5,5.727923627684965
7.5,0.19,0.4,2.0918640616783932,0.056,4.709530201312334,0.9954,3.06,0.52,9.9,12.315270935960589
5.0,0.33,0.18,1.7227665977411035,0.032,4.8283137373023015,0.99114,3.18,0.4,11.0,9.569377990430622
6.8,0.2,0.27,0.7884573603642702,0.034,4.23410650459726,0.9902,3.14,0.37,11.7,4.589371980676328
6.2,0.28,0.51,2.186051276738094,0.056,5.332718793265369,0.9956,3.18,0.52,9.4,11.722488038277513
5.1,0.3,0.3,1.1939224684724346,0.048,5.017279836814924,0.98944,3.29,0.46,12.2,9.324009324009324
7.6,0.37,0.34,1.4350845252893227,0.028,5.093750200806762,0.9903,3.01,0.33,12.4,10.473815461346634
6.5,0.38,0.26,1.8245492920510458,0.042,4.727387818712341,0.99067,3.06,0.5,12.3,8.12807881773399
5.2,0.34,0.37,1.9740810260220096,0.031,4.897839799950911,0.99076,3.25,0.41,12.5,9.882352941176471
7.1,0.2,0.31,2.060513531794317,0.053,5.356586274672012,0.99587,3.31,0.59,10.4,7.4245939675174
6.6,0.38,0.36,2.322387720290225,0.061,5.3706380281276624,0.9976,3.31,0.56,9.4,9.744779582366588
7.4,0.17,0.4,1.8718021769015913,0.037,5.087596335232384,0.9935,3.05,0.62,11.5,8.395061728395062
6.3,0.36,0.28,1.252762968495368,0.035,4.304065093204169,0.98868,3.1,0.47,12.8,4.390243902439025
5.8,0.32,0.31,1.308332819650179,0.049,5.0369526024136295,0.99067,3.44,0.73,12.2,5.630630630630631
6.9,0.35,0.39,1.2237754316221157,0.048,5.062595033026967,0.99133,3.2,0.54,11.1,5.9523809523809526
6.8,0.27,0.29,1.7227665977411035,0.046,4.48863636973214,0.99458,3.34,0.48,10.6,1.3824884792626728
6.6,0.46,0.49,2.128231705849268,0.052,5.220355825078325,0.9956,3.11,0.38,9.0,4.6228710462287115
6.9,0.4,0.37,2.2925347571405443,0.053,5.003946305945459,0.996,3.16,0.5,9.3,8.653846153846153
7.2,0.2,0.31,2.3978952727983707,0.054,5.111987788356544,0.997,3.4,0.42,9.9,11.136363636363635
6.2,0.2,0.32,1.33500106673234,0.05,4.844187086458591,0.9936,3.18,0.55,9.4,4.0669856459330145
5.6,0.33,0.28,0.7884573603642702,0.031,4.584967478670572,0.99126,3.49,0.58,10.9,7.349665924276169
6.4,0.31,0.38,1.3609765531356006,0.038,4.634728988229636,0.9912,3.17,0.35,11.0,4.556354916067146
6.6,0.16,0.36,0.7419373447293773,0.031,4.543294782270004,0.98884,3.23,0.34,13.2,6.382978723404254
6.5,0.26,0.32,2.8622008809294686,0.045,5.117993812416755,1.0,3.38,0.46,9.5,10.045662100456621
6.4,0.28,0.27,2.4849066497880004,0.042,5.003946305945459,0.99786,3.14,0.46,8.7,10.869565217391303
7.4,0.28,0.42,3.0349529867072724,0.066,5.278114659230518,1.0,2.96,0.44,9.1,13.383838383838384
7.1,0.29,0.3,2.833213344056216,0.036,5.308267697401205,0.99954,3.3,0.67,9.0,13.488372093023257
7.5,0.18,0.39,1.0647107369924282,0.054,4.5217885770490405,0.9941,3.27,0.45,10.3,5.3864168618266985
5.4,0.375,0.4,1.4586150226995167,0.054,4.997212273764115,0.99482,3.42,0.52,9.1,6.5610859728506785
6.6,0.23,0.32,0.9932517730102834,0.024,4.634728988229636,0.99084,3.29,0.6,11.8,6.0606060606060606
8.2,0.21,0.48,0.8754687373538999,0.041,4.605170185988092,0.9958,3.17,0.57,9.9,2.6378896882494005
8.3,0.19,0.49,0.7884573603642702,0.051,4.927253685157205,0.9918,3.06,0.46,11.0,2.7093596059113296
6.0,0.26,0.15,0.7884573603642702,0.053,4.8283137373023015,0.99347,3.08,0.46,8.8,8.57843137254902
6.9,0.25,0.47,2.2407096892759584,0.042,5.056245805348308,0.99604,3.15,0.55,9.4,8.674698795180722
7.2,0.115,0.3,2.0541237336955462,0.056,4.663439094112067,0.9954,3.44,0.4,9.6,5.855855855855856
7.2,0.29,0.2,2.1633230256605382,0.046,5.1647859739235145,0.99582,3.16,0.52,9.5,12.259615384615385
6.2,0.36,0.14,2.2925347571405443,0.036,5.049856007249537,0.99622,3.27,0.5,9.4,8.899297423887589
7.2,0.24,0.27,0.8754687373538999,0.038,4.812184355372417,0.9927,3.15,0.46,10.3,7.469879518072289
7.6,0.35,0.46,2.7536607123542622,0.047,5.0238805208462765,0.99709,3.03,0.53,10.3,8.188585607940448
7.2,0.37,0.15,1.0986122886681096,0.029,4.477336814478207,0.9903,3.3,0.59,12.6,6.279069767441861
7.3,0.17,0.23,1.9878743481543455,0.051,5.484796933490655,0.9963,3.36,0.54,10.0,8.027522935779817
7.4,0.34,0.42,0.7419373447293773,0.033,5.147494476813453,0.9917,3.12,0.53,11.3,4.126213592233009
7.1,0.34,0.32,1.0986122886681096,0.051,4.875197323201151,0.99354,3.3,0.5,10.4,6.744186046511628
7.1,0.18,0.42,0.8754687373538999,0.045,5.062595033026967,0.9916,2.95,0.31,10.5,11.89873417721519
6.1,0.37,0.2,2.151762203259462,0.031,5.14166355650266,0.99558,3.22,0.48,9.5,11.611374407582936
7.1,0.17,0.31,0.9555114450274365,0.037,4.6443908991413725,0.991,3.14,0.5,12.0,3.623188405797101
7.1,0.43,0.3,2.028148247292285,0.025,4.9344739331306915,0.99126,3.18,0.46,12.6,3.5885167464114835
6.9,0.25,0.29,1.2237754316221157,0.038,4.343805421853684,0.99088,3.01,0.36,11.7,6.982543640897756
7.1,0.26,0.32,1.9315214116032138,0.037,4.584967478670572,0.9934,3.31,0.4,11.6,9.048723897911833
6.7,0.17,0.5,1.1314021114911006,0.043,4.812184355372417,0.9923,3.15,0.45,10.3,6.506024096385541
6.4,0.125,0.29,1.9242486522741338,0.042,4.605170185988092,0.992,3.23,0.32,12.0,5.673758865248226
6.7,0.21,0.49,0.8754687373538999,0.047,4.74493212836325,0.9914,2.92,0.42,10.8,7.653061224489796
6.4,0.37,0.19,1.5040773967762742,0.068,4.624972813284271,0.9934,3.03,0.38,9.0,4.4665012406947895
6.8,0.24,0.34,1.8082887711792655,0.038,4.605170185988092,0.9921,3.24,0.46,11.8,7.311320754716981
7.0,0.31,0.39,2.1400661634962708,0.055,5.389071729816501,0.99652,3.37,0.54,10.3,9.610983981693364
6.8,0.33,0.31,2.128231705849268,0.045,4.969813299576001,0.99226,3.06,0.55,12.2,8.374384236453201
6.2,0.24,0.25,2.6026896854443837,0.055,4.90527477843843,0.99758,3.3,0.51,9.0,10.930232558139535
7.6,0.3,0.25,1.667706820558076,0.054,4.718498871295094,0.9956,3.12,0.49,9.2,5.339805825242719
6.8,0.26,0.56,2.5572273113676265,0.043,5.424950017481403,0.997,3.02,0.63,9.3,15.920398009950251
7.2,0.29,0.4,2.151762203259462,0.024,5.181783550292085,0.9928,3.04,0.32,11.5,13.861386138613861
7.4,0.24,0.36,1.0986122886681096,0.031,4.941642422609304,0.99055,3.28,0.48,12.5,6.308411214953272
8.2,0.42,0.29,1.62924053973028,0.03,4.61512051684126,0.9911,3.0,0.32,12.8,7.75
6.8,0.18,0.32,2.1041341542702074,0.047,4.700480365792417,0.99498,3.42,0.44,10.4,3.8461538461538463
7.4,0.44,0.2,2.5257286443082556,0.049,5.062595033026967,0.998,3.27,0.44,9.0,10.304449648711945
7.0,0.11,0.32,1.7227665977411035,0.057,4.976733742420574,0.9956,3.55,0.44,9.4,12.967032967032967
6.3,0.22,0.22,1.8870696490323797,0.039,4.859812404361672,0.99296,3.12,0.46,10.4,7.524271844660194
7.9,0.21,0.4,0.7884573603642702,0.039,4.68213122712422,0.992,3.21,0.54,10.8,9.026128266033254
6.3,0.26,0.25,2.174751721484161,0.058,5.117993812416755,0.9961,3.24,0.41,9.0,10.377358490566037
7.2,0.27,0.46,2.9831534913471307,0.052,5.545177444479562,1.0,3.04,0.52,8.9,11.138613861386139
7.7,0.3,0.23,1.0986122886681096,0.068,4.9344739331306915,0.99382,3.11,0.62,9.8,6.812652068126521
7.1,0.18,0.49,0.832909122935104,0.033,4.290459441148391,0.99072,3.05,0.53,11.3,2.9629629629629632
6.0,0.39,0.17,2.5649493574615367,0.046,5.5093883366279774,0.9976,3.15,0.38,9.0,15.662650602409638
6.3,0.35,0.26,2.9231615807191558,0.061,5.293304824724492,0.99918,3.11,0.49,8.8,14.355231143552313
5.9,0.415,0.13,0.8754687373538999,0.04,4.174387269895637,0.9922,3.29,0.52,10.5,2.564102564102564
6.7,0.2,0.37,0.9745596399981308,0.025,4.6443908991413725,0.99022,3.11,0.45,11.4,10.218978102189782
7.5,0.35,0.28,2.3608540011180215,0.051,5.062595033026967,0.9969,3.12,0.53,9.2,6.310679611650485
8.0,0.23,0.41,0.7419373447293773,0.048,5.017279836814924,0.99168,3.09,0.47,11.2,8.557457212713937
8.5,0.21,0.41,1.667706820558076,0.036,4.605170185988092,0.9947,3.18,0.53,9.7,5.741626794258374
6.7,0.2,0.3,0.8754687373538999,0.025,4.343805421853684,0.99104,3.11,0.44,11.0,4.136253041362531
7.2,0.24,0.27,2.517696472610991,0.034,5.1647859739235145,0.99773,3.2,0.44,9.0,9.523809523809524
5.2,0.31,0.36,1.8082887711792655,0.031,4.983606621708336,0.9897,3.14,0.31,12.4,11.111111111111109
7.8,0.2,0.24,0.9555114450274365,0.026,5.247024072160486,0.991,3.08,0.74,12.1,6.372549019607843
6.3,0.28,0.34,2.2082744135228043,0.038,4.867534450455582,0.99248,3.26,0.29,12.1,10.328638497652582
6.1,0.32,0.25,0.9932517730102834,0.034,4.919980925828125,0.992,3.47,0.5,10.8,8.277404921700223
5.3,0.43,0.11,0.7419373447293773,0.029,3.9512437185814275,0.99076,3.51,0.48,11.2,1.3303769401330379
6.5,0.33,0.32,0.6931471805599453,0.041,4.795790545596741,0.99004,3.06,0.37,12.2,9.60591133004926
6.8,0.31,0.32,2.151762203259462,0.052,4.969813299576001,0.9959,3.14,0.38,9.0,8.454106280193235
6.9,0.2,0.3,1.7404661748405044,0.041,5.003946305945459,0.9932,3.16,0.35,10.2,9.615384615384615
6.5,0.36,0.49,1.3609765531356006,0.03,4.553876891600541,0.9902,3.1,0.49,12.1,3.9024390243902443
7.0,0.14,0.4,0.9932517730102834,0.035,4.454347296253507,0.9911,3.19,0.42,11.8,3.818615751789977
7.3,0.3,0.25,1.252762968495368,0.045,4.812184355372417,0.99329,3.18,0.54,10.3,7.6555023923444985
6.0,0.38,0.26,1.9459101490553132,0.034,4.90527477843843,0.9912,3.38,0.38,12.3,9.589041095890412
8.6,0.485,0.29,1.62924053973028,0.026,4.624972813284271,0.9918,3.01,0.38,12.4,4.738154613466334
5.6,0.15,0.26,1.8794650496471605,0.051,4.941642422609304,0.99336,3.47,0.5,11.0,11.40939597315436
7.3,0.36,0.54,2.6602595372658615,0.054,5.267858159063328,0.99864,3.06,0.49,8.6,15.517241379310343
8.2,0.21,0.32,2.4553061800117097,0.053,4.983606621708336,0.9972,3.17,0.48,10.2,12.709832134292567
6.5,0.17,0.33,0.8754687373538999,0.028,4.605170185988092,0.9928,3.23,0.55,10.1,3.3096926713947985
7.2,0.33,0.22,1.7047480922384253,0.031,4.304065093204169,0.99076,2.97,0.52,12.2,2.5188916876574305
6.0,0.29,0.25,0.8754687373538999,0.033,4.74493212836325,0.98794,3.08,0.43,13.2,7.352941176470588
6.1,0.19,0.25,1.6094379124341003,0.023,4.727387818712341,0.9923,3.37,0.51,11.6,5.263157894736842
7.6,0.28,0.39,1.0647107369924282,0.052,4.762173934797756,0.9941,3.25,0.4,10.4,5.411764705882353
6.4,0.28,0.22,2.624668592163159,0.039,5.017279836814924,0.99535,3.23,0.43,10.7,12.056737588652481
6.3,0.36,0.3,1.7578579175523736,0.049,4.454347296253507,0.9932,3.28,0.39,10.6,3.271028037383178
5.1,0.39,0.21,0.9932517730102834,0.027,4.290459441148391,0.9894,3.5,0.45,12.5,3.3333333333333335
6.8,0.24,0.34,1.7227665977411035,0.032,4.912654885736052,0.9927,3.2,0.39,10.6,8.809523809523808
6.6,0.39,0.22,1.6094379124341003,0.038,4.59511985013459,0.99018,3.25,0.53,13.0,4.0
6.9,0.35,0.55,2.5610957881455465,0.038,4.718498871295094,0.99687,3.11,0.29,9.7,5.352798053527981
6.6,0.18,0.28,0.9932517730102834,0.041,5.087596335232384,0.99207,3.13,0.45,10.2,12.832929782082324
6.1,0.41,0.24,0.9555114450274365,0.049,4.927253685157205,0.993,3.32,0.5,10.4,3.7037037037037033
6.7,0.15,0.32,2.186051276738094,0.034,4.406719247264253,0.99512,3.29,0.31,10.0,3.9627039627039626
7.8,0.26,0.49,1.4350845252893227,0.027,4.477336814478207,0.9919,3.03,0.32,11.3,6.9478908188585615
6.0,0.26,0.33,1.6770965609079151,0.04,4.394449154672439,0.98934,3.29,0.5,12.7,3.4965034965034967
6.3,0.24,0.37,1.0296194171811583,0.031,4.127134385045092,0.9897,3.3,0.34,12.2,1.3953488372093024
7.1,0.35,0.24,2.797281334830153,0.055,5.293304824724492,0.9988,3.12,0.49,8.8,11.16504854368932
6.0,0.31,0.24,1.4586150226995167,0.041,4.969813299576001,0.9914,3.31,0.44,11.3,5.800464037122969
5.7,0.36,0.21,2.0412203288596382,0.038,5.117993812416755,0.9941,3.29,0.63,10.0,11.888111888111888
5.8,0.23,0.21,0.9162907318741551,0.044,4.709530201312334,0.99138,3.3,0.57,11.0,4.883720930232558
7.5,0.3,0.21,2.0215475632609334,0.026,4.969813299576001,0.99244,2.92,0.35,11.1,8.418367346938776
6.7,0.18,0.28,2.4159137783010487,0.039,4.7535901911063645,0.99469,3.11,0.45,10.9,7.055961070559611
8.2,0.29,0.33,2.312535423847214,0.036,4.77912349311153,0.9953,2.96,0.4,10.9,7.070707070707071
7.7,0.28,0.24,1.2237754316221157,0.044,5.062595033026967,0.99312,3.27,0.56,10.6,6.791569086651054
7.0,0.46,0.39,1.9740810260220096,0.039,5.099866427824199,0.9928,3.21,0.35,12.2,10.926365795724466
6.9,0.33,0.31,2.1633230256605382,0.04,4.912654885736052,0.99226,3.11,0.57,12.3,7.055961070559611
6.6,0.22,0.35,0.8754687373538999,0.05,4.430816798843313,0.99019,3.17,0.48,12.0,5.5155875299760195
6.4,0.16,0.22,0.8754687373538999,0.04,5.0106352940962555,0.9933,3.49,0.58,10.0,9.131403118040089
7.1,0.26,0.49,1.1631508098056809,0.032,4.736198448394496,0.9903,3.37,0.42,12.9,7.093821510297483
6.0,0.2,0.38,0.832909122935104,0.034,4.653960350157523,0.98865,3.11,0.52,12.7,9.002433090024333
6.3,0.34,0.19,1.916922612182061,0.041,4.983606621708336,0.9943,3.15,0.63,9.9,5.301204819277108
8.0,0.17,0.29,1.2237754316221157,0.029,4.787491742782046,0.98944,3.03,0.33,12.9,12.903225806451616
8.1,0.24,0.33,2.4159137783010487,0.048,4.955827057601261,0.9972,3.16,0.48,10.3,11.057692307692307
6.5,0.15,0.44,2.6100697927420065,0.052,5.0689042022202315,0.99688,3.26,0.7,10.3,15.258215962441316
6.7,0.28,0.31,2.128231705849268,0.041,4.406719247264253,0.99254,3.04,0.47,11.4,1.7326732673267327
6.3,0.27,0.29,2.580216829592325,0.044,5.2832037287379885,0.99782,3.14,0.4,8.8,14.251207729468597
6.0,0.34,0.24,1.8562979903656263,0.06,4.844187086458591,0.9951,3.25,0.44,9.0,5.411764705882353
5.3,0.31,0.38,2.4423470353692043,0.031,4.948759890378168,0.99321,3.34,0.46,11.7,12.211981566820278
8.6,0.27,0.46,1.9600947840472698,0.032,3.7376696182833684,0.993,2.89,0.34,10.9,3.3419023136246784
7.0,0.28,0.32,2.169053700369523,0.032,4.74493212836325,0.99158,3.12,0.64,12.8,7.281553398058252
7.6,0.31,0.29,2.4423470353692043,0.04,4.983606621708336,0.9966,3.04,0.35,9.4,5.198019801980198
7.0,0.13,0.37,2.6282852326333477,0.042,4.663439094112067,0.99581,3.05,0.55,10.7,8.88888888888889
5.8,0.25,0.26,2.6461747973841225,0.051,5.003946305945459,0.9972,3.29,0.38,9.3,10.256410256410255
5.8,0.27,0.2,2.7694588292308535,0.044,5.19295685089021,0.9962,3.37,0.37,10.2,5.034324942791762
6.9,0.4,0.56,2.501435951739211,0.043,4.962844630259907,0.9975,3.14,0.46,8.7,9.661835748792269
5.3,0.23,0.56,0.6418538861723948,0.041,4.955827057601261,0.99119,3.16,0.62,9.7,11.057692307692307
6.1,0.28,0.22,1.0296194171811583,0.034,4.762173934797756,0.9898,3.36,0.44,12.6,7.339449541284405
7.1,0.32,0.4,0.9162907318741551,0.034,4.442651256490317,0.9944,3.42,0.6,10.4,2.9411764705882355
6.8,0.11,0.27,2.2617630984737906,0.044,4.653960350157523,0.99454,3.2,0.37,9.9,10.714285714285714
5.7,0.25,0.22,2.379546134130174,0.049,4.836281906951478,0.99571,3.2,0.45,10.1,11.904761904761905
7.9,0.18,0.36,1.9315214116032138,0.058,4.890349128221754,0.995,3.25,0.52,10.9,7.294117647058823
6.4,0.44,0.44,2.7343675094195836,0.048,5.43372200355424,0.99955,3.26,0.54,8.8,6.807511737089202
7.5,0.33,0.48,3.017982882488811,0.048,5.497168225293202,1.001,2.95,0.4,8.8,13.924050632911392
7.6,0.23,0.29,2.2617630984737906,0.053,4.990432586778736,0.9963,3.11,0.32,9.8,15.815085158150854
6.6,0.16,0.25,2.379546134130174,0.049,4.927253685157205,0.995,3.16,0.38,10.0,14.302884615384615
6.4,0.3,0.51,1.8718021769015913,0.048,5.153291594497779,0.9942,3.08,0.45,9.1,15.196078431372548
6.6,0.29,0.29,1.0296194171811583,0.036,4.634728988229636,0.98819,3.08,0.42,13.7,9.313725490196079
6.2,0.25,0.39,0.832909122935104,0.051,4.912654885736052,0.9906,3.23,0.4,11.1,9.929078014184396
6.3,0.37,0.28,1.9878743481543455,0.034,5.030437921392435,0.9921,3.29,0.46,11.6,10.48951048951049
6.8,0.25,0.31,2.6602595372658615,0.05,5.313205979041787,0.9972,3.22,0.48,9.7,16.35071090047393
6.5,0.24,0.29,2.2192034840549946,0.043,5.056245805348308,0.99453,3.13,0.7,10.1,7.74818401937046
5.9,0.3,0.29,0.7419373447293773,0.036,4.04305126783455,0.9904,3.19,0.38,11.3,5.489260143198091
7.2,0.19,0.27,2.501435951739211,0.061,5.0106352940962555,0.99772,2.99,0.59,9.3,11.528822055137844
8.0,0.37,0.32,0.9555114450274365,0.04,5.117993812416755,0.992,3.0,0.55,11.3,8.0
6.6,0.23,0.32,0.9162907318741551,0.041,4.290459441148391,0.98949,3.22,0.39,12.7,1.895734597156398
5.7,0.22,0.28,0.832909122935104,0.027,4.624972813284271,0.98948,3.35,0.38,12.5,5.977011494252874
7.0,0.24,0.3,2.0412203288596382,0.039,4.836281906951478,0.99436,3.2,0.39,9.9,8.809523809523808
6.7,0.41,0.34,2.322387720290225,0.049,5.017279836814924,0.9968,3.22,0.51,9.1,6.872037914691942
8.8,0.19,0.3,1.791759469228055,0.028,4.795790545596741,0.99242,2.94,0.47,11.2,8.629441624365482
6.3,0.4,0.24,1.8082887711792655,0.036,4.882801922586371,0.99186,3.24,0.44,11.3,10.141509433962264
5.8,0.15,0.32,0.7884573603642702,0.037,4.787491742782046,0.99137,3.19,0.5,10.2,3.3412887828162297
7.2,0.13,0.46,0.832909122935104,0.044,4.718498871295094,0.99127,2.97,0.45,11.1,12.090680100755668
7.0,0.28,0.36,0.6931471805599453,0.035,4.2626798770413155,0.9899,3.09,0.46,12.1,1.9559902200488999
6.1,0.35,0.24,1.1939224684724346,0.034,4.897839799950911,0.9906,3.34,0.59,12.0,5.760368663594471
6.6,0.24,0.38,2.6210388241125804,0.034,4.31748811353631,0.99386,3.1,0.57,12.9,1.9512195121951221
8.6,0.22,0.33,0.7884573603642702,0.031,4.564348191467836,0.99239,2.83,0.31,10.3,9.921671018276761
6.1,0.36,0.27,1.1314021114911006,0.035,4.61512051684126,0.9917,3.4,0.71,11.5,3.6363636363636362
5.4,0.265,0.28,2.174751721484161,0.052,4.5217885770490405,0.99432,3.19,0.38,10.4,6.443914081145586
8.2,0.28,0.42,1.0296194171811583,0.031,4.543294782270004,0.9917,3.09,0.39,11.4,7.334963325183375
8.6,0.18,0.28,0.5877866649021191,0.032,4.3694478524670215,0.99104,2.99,0.38,11.1,6.265664160401002
5.8,0.32,0.38,1.749199854809259,0.033,4.553876891600541,0.991,3.42,0.42,11.8,5.203619909502263
5.9,0.31,0.3,2.1633230256605382,0.047,5.332718793265369,0.995,3.2,0.39,9.6,14.285714285714285
7.9,0.44,0.26,1.6956156086751528,0.033,4.61512051684126,0.99117,3.17,0.52,12.7,5.5155875299760195
7.1,0.16,0.25,0.832909122935104,0.034,4.820281565605037,0.9915,3.27,0.55,11.4,6.557377049180329
7.3,0.32,0.23,2.6878474937846906,0.05,5.288267030694535,0.9985,3.2,0.46,8.7,11.666666666666666
7.2,0.28,0.26,2.6026896854443837,0.046,5.19295685089021,0.9975,3.1,0.52,9.0,11.707317073170733
5.8,0.34,0.16,2.0794415416798357,0.037,4.762173934797756,0.9949,3.46,0.45,10.0,5.829596412556054
6.9,0.4,0.43,1.9740810260220096,0.065,5.187385805840755,0.99552,3.11,0.53,9.4,10.218978102189782
6.0,0.28,0.25,1.0296194171811583,0.042,4.6913478822291435,0.9929,3.08,0.55,9.0,1.9607843137254901
6.2,0.2,0.31,0.6931471805599453,0.031,4.304065093204169,0.99035,3.24,0.52,11.3,5.188679245283018
7.1,0.27,0.27,2.4336133554004498,0.041,4.74493212836325,0.99335,3.04,0.52,11.5,6.435643564356436
7.6,0.13,0.34,2.33214389523559,0.062,4.844187086458591,0.9966,3.21,0.39,9.6,9.501187648456057
6.8,0.23,0.39,2.8390784635086144,0.053,5.272999558563747,0.9988,3.18,0.64,10.2,16.985645933014354
6.7,0.41,0.24,1.8562979903656263,0.035,4.7535901911063645,0.9901,3.12,0.44,12.89333333,8.009708737864077
6.9,0.18,0.33,0.6931471805599453,0.054,5.10594547390058,0.9926,3.42,0.51,10.5,5.429864253393665
6.1,0.27,0.44,2.0412203288596382,0.041,5.442417710521793,0.99505,3.12,0.4,8.9,14.805825242718447
6.8,0.26,0.34,2.7788192719904172,0.06,5.093750200806762,0.99705,3.24,0.52,10.5,9.90566037735849
6.1,0.3,0.56,1.308332819650179,0.046,5.220355825078325,0.9924,3.31,0.57,10.9,10.672853828306263
7.4,0.24,0.42,2.70805020110221,0.066,5.293304824724492,0.9979,2.89,0.42,8.9,12.339331619537274
5.9,0.2,0.4,0.832909122935104,0.047,4.532599493153256,0.99232,3.2,0.45,10.0,5.476190476190476
8.1,0.26,0.3,2.174751721484161,0.049,5.030437921392435,0.9954,2.99,0.58,10.0,9.774436090225564
7.0,0.15,0.38,2.791165107812717,0.045,4.795790545596741,0.9975,3.18,0.42,9.8,12.918660287081341
7.6,0.17,0.45,2.501435951739211,0.054,4.927253685157205,0.997,3.15,0.47,10.0,13.493975903614457
7.3,0.22,0.37,2.72785282839839,0.063,5.2574953720277815,0.9978,2.89,0.38,9.0,12.339331619537274
6.6,0.32,0.41,2.1041341542702074,0.048,5.187385805840755,0.99537,3.2,0.46,9.4,13.095238095238095
7.6,0.33,0.41,2.6878474937846906,0.045,5.288267030694535,0.9989,3.18,0.64,9.1,10.526315789473685
6.0,0.14,0.17,1.8870696490323797,0.036,4.852030263919617,0.99373,3.05,0.57,9.8,9.135802469135802
7.4,0.24,0.22,2.4595888418037104,0.042,4.406719247264253,0.9954,2.86,0.36,9.7,6.7357512953367875
7.1,0.2,0.41,1.1314021114911006,0.054,5.117993812416755,0.9948,3.48,0.62,10.5,5.357142857142857
6.6,0.25,0.31,0.9162907318741551,0.035,4.852030263919617,0.9921,3.41,0.47,11.3,7.256235827664399
8.0,0.33,0.32,1.7227665977411035,0.041,5.198497031265826,0.99184,2.92,0.74,12.2,7.908163265306123
